pixel number,Galactic Longitude,Galactic Latitude,FIMS FUV (CU),GALEX FUV (CU),RASS xray band2,RASS xray band5,H-alpha,E(B-V),N(H I)
3186,147.375,60.434,392.265,429.095,533.89,45.08,0.3463,0.013552,1.03E+20
3187,149.625,60.434,380.051,420.681,558.381,63.497,0.4637,0.014512,1.12E+20
3188,151.875,60.434,350.289,352.762,587.179,61.843,0.4509,0.015001,1.19E+20
3189,154.125,60.434,343.826,536.376,616.025,66.301,0.5175,0.014825,1.25E+20
3190,156.375,60.434,366.444,488.016,586.135,48.842,0.6673,0.018532,1.60E+20
3191,158.625,60.434,365.552,400.52,506.719,56.259,0.701,0.021455,1.73E+20
3192,160.875,60.434,350.507,413.475,583.088,73.554,0.7439,0.018706,1.54E+20
3193,163.125,60.434,367.604,406.139,604.675,47.279,0.6201,0.015483,1.19E+20
3194,165.375,60.434,393.664,356.976,618.835,67.172,0.737,0.013126,1.00E+20
3195,167.625,60.434,436.788,431.674,691.66,68.044,0.7738,0.013743,1.05E+20
3196,169.875,60.434,415.777,489.012,675.734,57.942,0.9468,0.014666,1.13E+20
3197,172.125,60.434,380.703,456.356,699.107,62.265,0.6886,0.01278,1.05E+20
3198,174.375,60.434,354.67,418.227,666.704,72.754,0.4443,0.013019,1.26E+20
3199,176.625,60.434,366.686,377.911,697.024,48.639,0.5866,0.017019,1.64E+20
3200,178.875,60.434,427.8,352.892,749.365,77.792,0.4408,0.016366,1.55E+20
3201,181.125,60.434,502.049,395.341,773.391,78.59,0.4084,0.016335,1.56E+20
3202,183.375,60.434,519.506,378.294,703.063,54.938,0.485,0.01883,1.47E+20
3203,185.625,60.434,498.302,402.449,696.268,54.699,0.4685,0.015955,1.28E+20
3204,187.875,60.434,437.96,393.867,619.269,59.202,0.4677,0.019116,1.97E+20
3205,190.125,60.434,434.497,361.822,619.469,62.239,0.5285,0.017892,1.94E+20
3206,192.375,60.434,451.987,341.66,625.824,60.062,0.5132,0.018201,1.50E+20
3207,194.625,60.434,461.287,369.443,604.433,61.124,0.3937,0.01931,1.47E+20
3208,196.875,60.434,NaN,398.227,663.128,71.609,0.3388,0.017659,1.53E+20
3209,199.125,60.434,NaN,389.098,604.669,55.216,0.5181,0.019583,1.59E+20
3210,201.375,60.434,NaN,436.451,650.607,70.035,0.6519,0.025554,1.74E+20
3211,203.625,60.434,NaN,440.786,718.625,76.841,0.7642,0.020255,1.56E+20
3212,205.875,60.434,NaN,428.242,556.886,64.597,0.7742,0.024751,2.11E+20
3213,208.125,60.434,NaN,387.169,623.046,68.937,0.822,0.025369,2.14E+20
3214,210.375,60.434,NaN,438.265,540.322,59.816,0.7571,0.025719,2.10E+20
3215,212.625,60.434,NaN,355.056,570.564,61.998,0.6325,0.021768,1.86E+20
3216,214.875,60.434,NaN,387.682,619.707,58.764,0.5937,0.02599,1.85E+20
3217,217.125,60.434,NaN,373.456,638.761,73.408,0.6191,0.025581,1.77E+20
3218,219.375,60.434,379.733,397.094,608.999,57.585,0.6072,0.028739,2.04E+20
3219,221.625,60.434,368.285,517.241,499.331,68.75,0.6565,0.047471,3.03E+20
3220,223.875,60.434,357.681,449.542,482.14,52.643,0.6632,0.031211,2.70E+20
3221,226.125,60.434,327.443,429.859,478.111,61.632,0.5674,0.03101,2.63E+20
3222,228.375,60.434,339.822,411.716,507.676,69.138,0.8937,0.026394,2.32E+20
3223,230.625,60.434,339.263,375.85,499.128,52.522,0.7512,0.024903,2.19E+20
3224,232.875,60.434,339.216,393.619,441.931,46.302,0.7142,0.020933,1.90E+20
3225,235.125,60.434,340.957,369.615,485.288,45.991,0.7359,0.016672,1.77E+20
3226,237.375,60.434,341.664,387.664,543.959,62.277,0.5976,0.015959,1.64E+20
3227,239.625,60.434,312.58,349.92,550.375,65.222,0.6127,0.01619,1.67E+20
3228,241.875,60.434,328.365,433.691,405.044,61.726,0.326,0.025851,2.21E+20
3229,244.125,60.434,341.451,426.173,438.207,53.744,0.2695,0.023402,2.16E+20
3230,246.375,60.434,411.758,481.197,377.873,66.756,0.2806,0.029188,2.64E+20
3231,248.625,60.434,480.496,540.285,330.586,58.471,0.4413,0.036988,3.33E+20
3232,250.875,60.434,592.483,626.789,329.506,61.569,0.3833,0.052915,4.23E+20
3233,253.125,60.434,681.818,835.762,271.629,62.671,0.6639,0.067814,5.18E+20
3234,255.375,60.434,687.593,690.814,398.441,50.448,0.4863,0.045622,3.78E+20
3235,257.625,60.434,564.299,574.354,475.285,65.584,0.7471,0.038685,3.44E+20
3236,259.875,60.434,449.276,555.621,519.725,66.347,0.5909,0.027757,2.65E+20
3237,262.125,60.434,385.948,411.559,610.164,64.683,0.6555,0.020732,1.95E+20
3238,264.375,60.434,342.772,412.865,537.583,46.668,0.5268,0.019893,1.91E+20
3239,266.625,60.434,325.182,424.206,480.845,63.786,0.4002,0.022246,2.24E+20
3240,268.875,60.434,317.555,448.873,479.532,58.5,0.3316,0.025754,2.45E+20
3241,271.125,60.434,299.209,407.938,491.556,61.77,0.7566,0.02221,2.19E+20
3242,273.375,60.434,293.437,363.049,492.314,74.868,0.3488,0.018977,1.99E+20
3243,275.625,60.434,289.08,399.904,436.116,61.147,0.5569,0.024515,2.26E+20
3244,277.875,60.434,284.548,388.765,432.505,55.124,0.4401,0.024478,2.20E+20
3245,280.125,60.434,279.715,366.224,425.747,56.416,0.3403,0.02073,1.85E+20
3246,282.375,60.434,317.674,395.891,521.674,48.732,0.3855,0.021891,1.92E+20
3247,284.625,60.434,362.495,441.602,639.741,68.949,0.3618,0.021825,2.10E+20
3248,286.875,60.434,408.858,574.632,778.546,80.483,0.565,0.028423,2.31E+20
3249,289.125,60.434,460.582,501.522,818.751,90.772,0.4899,0.025961,2.31E+20
3250,291.375,60.434,493.834,425.097,814.209,82.728,0.6538,0.025,2.07E+20
3251,293.625,60.434,509.48,433.894,645.07,69.389,0.6191,0.029955,2.28E+20
3252,295.875,60.434,496.079,498.066,361.929,103.206,0.8713,0.033059,2.29E+20
3253,298.125,60.434,543.447,549.807,427.741,135.938,1.0772,0.030859,2.15E+20
3254,300.375,60.434,545.992,488.44,430.318,114.005,1.4149,0.027964,2.01E+20
3255,302.625,60.434,520.942,472.506,613.608,131.095,1.3257,0.022738,1.64E+20
3256,304.875,60.434,492.446,474.884,571.289,107.602,1.5372,0.020905,1.43E+20
3257,307.125,60.434,470.345,496.41,497.307,87.417,1.5177,0.024879,1.50E+20
3258,309.375,60.434,435.016,494.239,548.726,100.744,1.6832,0.022877,1.62E+20
3259,311.625,60.434,416.202,553.465,441.356,78.317,1.7875,0.026614,1.87E+20
3260,313.875,60.434,444.291,591.159,420.447,64.97,2.0536,0.028825,2.12E+20
3261,316.125,60.434,501.386,605.159,514.873,102.335,2.0279,0.027588,1.84E+20
3262,318.375,60.434,541.781,597.63,552.905,90.838,2.0778,0.029221,1.83E+20
3263,320.625,60.434,613.891,580.522,524.246,86.739,1.7812,0.030348,2.14E+20
3264,322.875,60.434,631.584,564.959,487.358,65.138,1.583,0.03277,2.08E+20
3265,325.125,60.434,581.374,NaN,461.207,77.84,1.4129,0.03232,1.93E+20
3266,327.375,60.434,552.686,465.523,515.552,74.123,0.9078,0.028298,1.77E+20
3267,329.625,60.434,519.307,472.053,516.017,81.978,0.6713,0.028982,1.95E+20
3268,331.875,60.434,493.642,440.361,558.085,103.171,0.6225,0.028581,1.97E+20
3269,334.125,60.434,471.785,446.697,657.745,98.22,0.6482,0.029667,1.95E+20
3270,336.375,60.434,472.286,458.347,514.626,81.357,0.8033,0.031773,2.28E+20
3271,338.625,60.434,464.563,460.729,552.591,104.334,0.6195,0.030213,2.17E+20
3272,340.875,60.434,452.567,476.727,698.281,97.711,0.4684,0.030728,2.17E+20
3273,343.125,60.434,441.619,498.983,665.241,114.031,0.4604,0.030498,2.40E+20
3274,345.375,60.434,402.934,509.451,671.138,108.328,0.4107,0.026468,2.29E+20
3275,347.625,60.434,392.528,414.43,749.053,119.794,0.4306,0.024265,2.06E+20
3276,349.875,60.434,373.68,462.607,792.287,103.43,0.4775,0.027474,2.13E+20
3277,352.125,60.434,387.948,502.212,714.243,110.502,0.4872,0.028732,2.09E+20
3278,354.375,60.434,415.583,592.05,696.508,107.985,0.4138,0.026514,2.17E+20
3279,356.625,60.434,447.633,573.39,828.553,109.431,0.3871,0.023076,1.93E+20
3280,358.875,60.434,424.684,646.269,797.99,120.992,0.4435,0.024301,1.90E+20
3281,1.098,59.678,414.484,708.107,787.611,128.457,0.6637,0.029789,1.89E+20
3282,3.293,59.678,415.76,635.495,761.72,138.994,0.7703,0.030011,1.74E+20
3283,5.488,59.678,440.33,506.624,1094.903,151.813,0.8215,0.027737,1.65E+20
3284,7.683,59.678,457.321,534.353,1032.991,168.005,0.7709,0.027711,1.58E+20
3285,9.878,59.678,433.365,556.921,926.275,187.601,0.6508,0.024558,1.56E+20
3286,12.073,59.678,425.557,539.772,997.777,220.824,0.4495,0.021973,1.49E+20
3287,14.268,59.678,433.026,497.943,1049.962,189.123,0.2913,0.022523,1.51E+20
3288,16.463,59.678,434.797,546.084,801.216,142.337,0.2563,0.030429,1.85E+20
3289,18.659,59.678,406.731,529.821,844.502,204.915,0.3643,0.023766,1.67E+20
3290,20.854,59.678,423.578,619.49,577.693,155.579,0.3573,0.030807,2.36E+20
3291,23.049,59.678,458.687,664.435,585.123,162.837,0.2947,0.036857,2.53E+20
3292,25.244,59.678,508.656,667.28,736.718,185.851,0.2668,0.037847,2.85E+20
3293,27.439,59.678,522.862,595.752,485.24,128.692,0.5119,0.040833,3.28E+20
3294,29.634,59.678,533.26,616.255,454.402,134.098,0.665,0.048722,3.41E+20
3295,31.829,59.678,585.132,636.084,478.774,133.505,0.6124,0.051525,3.66E+20
3296,34.024,59.678,548.907,652.173,397.251,115.029,0.6398,0.045309,3.58E+20
3297,36.22,59.678,544.875,679.011,436.326,97.76,0.711,0.04651,3.73E+20
3298,38.415,59.678,543.458,667.429,345.23,92.144,0.6787,0.043926,3.89E+20
3299,40.61,59.678,555.422,720.883,340.223,79.545,0.5579,0.044596,3.59E+20
3300,42.805,59.678,522.34,531.063,412.903,87.223,0.443,0.026172,2.37E+20
3301,45,59.678,508.569,556.619,426.943,85.765,0.3984,0.027408,2.14E+20
3302,47.195,59.678,474.062,556.952,467.926,69.865,0.4934,0.023281,1.86E+20
3303,49.39,59.678,480.809,531.372,465.612,64.001,0.4187,0.019158,1.65E+20
3304,51.585,59.678,490.965,613.157,451.958,65.792,0.3883,0.019362,1.66E+20
3305,53.781,59.678,486.222,534.272,556.919,109.407,0.2715,0.016555,1.57E+20
3306,55.976,59.678,452.275,539.273,512.188,66.065,0.486,0.015374,1.35E+20
3307,58.171,59.678,431.145,512.161,493.231,65.31,0.5154,0.013634,1.31E+20
3308,60.366,59.678,429.818,483.707,577.541,69.444,0.6457,0.016765,1.26E+20
3309,62.561,59.678,417.509,595.901,548.01,57.567,0.616,0.013936,1.30E+20
3310,64.756,59.678,426.446,539.217,580.115,74.718,0.5229,0.012874,1.23E+20
3311,66.951,59.678,460.8,517.171,564.714,66.675,0.4414,0.013853,1.28E+20
3312,69.146,59.678,486.216,558.107,545.723,57.292,0.4534,0.016134,1.40E+20
3313,71.342,59.678,542.267,551.048,549.537,80.33,0.4896,0.017558,1.60E+20
3314,73.537,59.678,543.702,509.001,542.787,82.715,0.5156,0.01739,1.81E+20
3315,75.732,59.678,549.655,685.185,468.782,74.027,0.6357,0.023402,1.84E+20
3316,77.927,59.678,499.351,542.144,563.595,82.87,0.6806,0.019671,1.62E+20
3317,80.122,59.678,483.972,497.946,561.041,64.429,0.5762,0.01602,1.41E+20
3318,82.317,59.678,490.267,567.441,524.549,47.56,0.6163,0.016917,1.56E+20
3319,84.512,59.678,524.159,558.691,459.042,64.326,0.6686,0.024233,2.46E+20
3320,86.707,59.678,537.132,656.404,367.716,61.735,0.7152,0.046221,4.43E+20
3321,88.902,59.678,508.557,572.196,531.839,73.755,0.6572,0.020183,2.02E+20
3322,91.098,59.678,501.649,475.908,637.505,76.399,0.6235,0.010841,1.09E+20
3323,93.293,59.678,517.69,496.345,609.868,67.711,0.5788,0.012045,1.10E+20
3324,95.488,59.678,578.545,NaN,728.333,65.287,0.4925,0.009611,9.77E+19
3325,97.683,59.678,668.123,NaN,714.03,65.145,0.6097,0.010085,1.07E+20
3326,99.878,59.678,639.885,795.542,734.76,62.402,0.4844,0.011968,1.11E+20
3327,102.073,59.678,682.632,1013.241,738.762,79.743,0.4484,0.010028,2.27E+20
3328,104.268,59.678,600.496,633.309,792.862,67.796,0.5096,0.010288,1.01E+20
3329,106.463,59.678,576.205,515.811,814.572,71.848,0.4775,0.008266,9.66E+19
3330,108.659,59.678,559.173,442.175,845.382,73.742,0.4907,0.008206,9.11E+19
3331,110.854,59.678,575.161,519.307,818.026,62.376,0.5121,0.007665,9.03E+19
3332,113.049,59.678,562.84,430.149,741.149,75.363,0.3758,0.010738,1.15E+20
3333,115.244,59.678,596.257,415.409,665.05,56.823,0.5396,0.013958,1.35E+20
3334,117.439,59.678,651.314,423.312,624.967,67.82,0.3104,0.014872,1.39E+20
3335,119.634,59.678,699.299,450.817,604.539,63.828,0.3985,0.013005,1.38E+20
3336,121.829,59.678,800.813,538.398,612.2,56.772,0.4255,0.009777,9.93E+19
3337,124.024,59.678,736.119,456.334,661.198,50.167,0.3218,0.00929,9.00E+19
3338,126.22,59.678,595.564,387.672,649.357,54.809,0.2926,0.010374,8.75E+19
3339,128.415,59.678,482.826,373.954,548.591,60.186,0.3378,0.011029,1.01E+20
3340,130.61,59.678,440.689,394.311,525.286,52.826,0.3585,0.014436,1.37E+20
3341,132.805,59.678,474.407,428.075,527.172,67.665,0.4046,0.013108,1.25E+20
3342,135,59.678,502.836,401.577,600.38,66.65,0.463,0.01273,1.09E+20
3343,137.195,59.678,501.207,394.769,550.04,98.779,0.3468,0.015974,1.30E+20
3344,139.39,59.678,532.761,381.272,617.287,72.399,0.3448,0.01156,1.03E+20
3345,141.585,59.678,549.735,373.096,605.458,67.262,0.2504,0.010971,1.04E+20
3346,143.781,59.678,491.496,403.149,549.235,51.89,0.2303,0.011152,9.65E+19
3347,145.976,59.678,439.251,450.234,537.71,60.218,0.3174,0.011004,8.55E+19
3348,148.171,59.678,390.968,461.388,556.323,59.962,0.4273,0.013697,1.05E+20
3349,150.366,59.678,374.861,360.89,566.539,79.523,0.4487,0.015258,1.24E+20
3350,152.561,59.678,381.955,348.759,553.644,78.853,0.3839,0.016593,1.36E+20
3351,154.756,59.678,375.196,591.178,615.51,59.344,0.398,0.016012,1.32E+20
3352,156.951,59.678,413.254,461.857,529.938,60.425,0.6093,0.018925,1.69E+20
3353,159.146,59.678,392.858,352.478,600.794,38.01,0.6164,0.015277,1.37E+20
3354,161.342,59.678,374.998,383.336,533.612,53.617,0.6227,0.015071,1.31E+20
3355,163.537,59.678,381.515,456.127,561.199,44.848,0.7225,0.018586,1.33E+20
3356,165.732,59.678,444.478,421.286,644.811,65.924,0.7349,0.017047,1.24E+20
3357,167.927,59.678,470.105,484.281,545.78,63.449,0.8054,0.017671,1.42E+20
3358,170.122,59.678,454.301,504.856,621.435,56.241,1.03,0.015922,1.29E+20
3359,172.317,59.678,412.041,478.253,641.263,55.961,0.8219,0.01373,1.23E+20
3360,174.512,59.678,390.786,457.656,664.983,46.453,0.5341,0.014356,1.55E+20
3361,176.707,59.678,374.514,447.454,662.527,58.977,0.5561,0.017367,1.57E+20
3362,178.902,59.678,414.197,395.938,790.608,71.253,0.4444,0.016615,1.55E+20
3363,181.098,59.678,449.781,411.005,752.741,69.456,0.4072,0.018765,1.75E+20
3364,183.293,59.678,459.041,372.479,721.745,49.541,0.4889,0.018617,1.77E+20
3365,185.488,59.678,455.96,387.743,835.39,60.191,0.4194,0.019368,1.65E+20
3366,187.683,59.678,437.058,418.097,670.603,65.273,0.4221,0.021746,1.85E+20
3367,189.878,59.678,455.203,391.929,629.239,50.07,0.5072,0.018466,1.97E+20
3368,192.073,59.678,443.98,333.841,674.425,48.774,0.487,0.017772,1.77E+20
3369,194.268,59.678,543.347,358.033,660.615,64.365,0.458,0.017884,1.53E+20
3370,196.463,59.678,401.893,385.082,642.718,61.681,0.3781,0.019168,1.74E+20
3371,198.659,59.678,NaN,389.045,694.662,70.432,0.4013,0.018816,1.74E+20
3372,200.854,59.678,NaN,422.193,626.663,54.623,0.6428,0.023317,1.91E+20
3373,203.049,59.678,NaN,446.947,627.632,55.423,0.7714,0.023734,2.00E+20
3374,205.244,59.678,NaN,461.604,584.332,63.118,0.7289,0.021088,1.74E+20
3375,207.439,59.678,NaN,361.337,575.174,68.538,0.7487,0.021467,1.65E+20
3376,209.634,59.678,NaN,374.156,577.476,53.699,0.7257,0.020324,1.60E+20
3377,211.829,59.678,NaN,361.462,615.41,51.516,0.7252,0.022096,1.77E+20
3378,214.024,59.678,NaN,401.578,591.542,61.566,0.5599,0.025175,1.89E+20
3379,216.22,59.678,NaN,403.078,629.77,60.282,0.6034,0.024269,1.71E+20
3380,218.415,59.678,NaN,383.737,608.878,60.322,0.6194,0.023376,1.70E+20
3381,220.61,59.678,393.073,414.556,620.885,75.28,0.6095,0.02831,2.08E+20
3382,222.805,59.678,352.932,455.624,529.335,60.68,0.4872,0.030156,2.36E+20
3383,225,59.678,333.006,440.529,509.011,63.142,0.5438,0.029029,2.24E+20
3384,227.195,59.678,339.116,458.724,478.674,68.6,0.7702,0.026414,2.30E+20
3385,229.39,59.678,359.913,467.069,418.946,59.453,0.9015,0.028109,2.56E+20
3386,231.585,59.678,383.869,419.311,468.173,56.793,0.6833,0.023785,2.22E+20
3387,233.781,59.678,377.917,440.112,449.887,66.753,0.7741,0.023004,2.23E+20
3388,235.976,59.678,332.932,371.949,497.193,56.592,0.6521,0.018158,1.76E+20
3389,238.171,59.678,318.606,363.398,491.949,69.31,0.6876,0.017238,1.70E+20
3390,240.366,59.678,337.833,410.118,434.387,89.176,0.489,0.02533,2.10E+20
3391,242.561,59.678,372.827,403.714,403.63,63.241,0.3637,0.026491,2.21E+20
3392,244.756,59.678,410.419,419.639,416.879,72.351,0.412,0.024832,2.13E+20
3393,246.951,59.678,511.264,507.692,385.933,56.128,0.3464,0.030925,2.82E+20
3394,249.146,59.678,533.85,549.164,334.983,42.403,0.4315,0.039084,3.69E+20
3395,251.342,59.678,643.993,674.477,277.605,53.651,0.3865,0.063502,5.39E+20
3396,253.537,59.678,680.889,758.326,329.567,39.995,0.6015,0.058286,4.88E+20
3397,255.732,59.678,636.107,641.495,433.962,65.916,0.4452,0.047013,3.75E+20
3398,257.927,59.678,534.082,652.982,394.83,49.577,0.5208,0.042178,3.54E+20
3399,260.122,59.678,442.305,523.581,542.387,59.671,0.4843,0.024639,2.48E+20
3400,262.317,59.678,415.228,417.727,573.383,53.388,0.5577,0.022717,2.12E+20
3401,264.512,59.678,361.671,439.332,467.336,58.821,0.5175,0.023972,2.20E+20
3402,266.707,59.678,330.962,449.562,459.336,64.456,0.4827,0.022798,2.23E+20
3403,268.902,59.678,315.755,404.09,538.599,67.619,0.4423,0.022332,2.15E+20
3404,271.098,59.678,299.555,391.75,494,53.361,0.5283,0.024424,2.27E+20
3405,273.293,59.678,302.43,370.312,493.302,63.266,0.3131,0.02154,2.11E+20
3406,275.488,59.678,293.844,402.437,445.231,53.477,0.3489,0.025647,2.31E+20
3407,277.683,59.678,285.991,413.693,423.59,75.133,0.3824,0.026025,2.21E+20
3408,279.878,59.678,283.225,375.182,464.987,60.119,0.4137,0.021837,1.86E+20
3409,282.073,59.678,319.634,395.998,469.274,55.465,0.3349,0.020783,1.96E+20
3410,284.268,59.678,354.876,420.582,508.208,69.388,0.352,0.02492,2.08E+20
3411,286.463,59.678,391.677,559.863,805.19,77.595,0.5615,0.029819,2.42E+20
3412,288.659,59.678,432.544,539.803,852.878,98.459,0.4289,0.029767,2.52E+20
3413,290.854,59.678,463.283,463.88,672.109,96.161,0.5452,0.032369,2.46E+20
3414,293.049,59.678,479.867,451.194,568.249,98.678,0.6422,0.030377,2.35E+20
3415,295.244,59.678,483.79,531.059,456.827,60.919,0.8298,0.037703,2.49E+20
3416,297.439,59.678,497.568,552.509,393.2,100.825,1.1087,0.033065,2.22E+20
3417,299.634,59.678,534.314,508.145,563.344,134.505,1.0701,0.026947,2.01E+20
3418,301.829,59.678,560.286,484.527,478.769,134.476,1.3127,0.025103,1.78E+20
3419,304.024,59.678,528.108,506.468,579.609,120.531,1.2924,0.020124,1.46E+20
3420,306.22,59.678,516.724,503.442,649.381,104.067,1.3993,0.023114,1.38E+20
3421,308.415,59.678,511.189,508.788,564.734,92.807,1.2307,0.027013,1.55E+20
3422,310.61,59.678,470.359,499.197,499.713,65.998,1.5164,0.023882,1.69E+20
3423,312.805,59.678,446.957,588.976,426.995,69.431,1.564,0.029332,1.97E+20
3424,315,59.678,496.88,619.614,448.302,73.39,1.7291,0.029526,2.02E+20
3425,317.195,59.678,550.414,619.709,532.492,82.28,1.8168,0.029496,1.84E+20
3426,319.39,59.678,617.526,632.426,447.002,92.484,1.9182,0.035229,2.27E+20
3427,321.585,59.678,682.868,700.26,414.804,70.579,1.9368,0.039129,2.62E+20
3428,323.781,59.678,654.399,638.831,458.115,85.333,1.6799,0.035555,2.30E+20
3429,325.976,59.678,627.086,596.926,472.438,66.939,1.4196,0.027762,1.90E+20
3430,328.171,59.678,584.192,503.392,503.958,73.609,1.1821,0.027656,1.72E+20
3431,330.366,59.678,515.727,476.288,566.897,86.161,0.8509,0.026287,1.82E+20
3432,332.561,59.678,503.067,450.504,531.733,88.004,0.6833,0.030296,2.07E+20
3433,334.756,59.678,490.766,464.62,492.085,87.32,0.6644,0.036316,2.28E+20
3434,336.951,59.678,502.729,488.462,502.145,66.501,0.7266,0.034651,2.21E+20
3435,339.146,59.678,479.454,504.199,550.468,83.971,0.6757,0.034372,2.26E+20
3436,341.342,59.678,453.471,520.154,553.035,90.49,0.4713,0.033045,2.35E+20
3437,343.537,59.678,483.25,543.795,573.233,101.017,0.5098,0.031235,2.28E+20
3438,345.732,59.678,449.282,547.14,667.563,98.894,0.4687,0.028716,2.06E+20
3439,347.927,59.678,420.056,490.596,735.598,100.521,0.5076,0.027627,2.03E+20
3440,350.122,59.678,397.305,508.212,676.754,95.47,0.5063,0.030237,2.18E+20
3441,352.317,59.678,411.996,495.45,767.205,97.603,0.597,0.028417,2.14E+20
3442,354.512,59.678,411.833,564.157,731.245,102.015,0.4996,0.02687,2.17E+20
3443,356.707,59.678,419.167,554.322,744.068,110.055,0.5409,0.024189,2.04E+20
3444,358.902,59.678,417.102,593.867,801.241,104.266,0.4963,0.025608,1.94E+20
3445,1.071,58.92,432.78,581.845,756.486,93.177,0.687,0.028882,1.86E+20
3446,3.214,58.92,417.965,655.886,812.57,122.458,0.6864,0.029566,1.93E+20
3447,5.357,58.92,428.606,606.414,988.183,155.652,0.6148,0.026389,1.70E+20
3448,7.5,58.92,453.154,564.436,1017.649,171.159,0.6745,0.029762,1.77E+20
3449,9.643,58.92,445.651,570.427,809.826,193.634,0.5413,0.028311,1.65E+20
3450,11.786,58.92,441.346,526.118,877.096,195.716,0.4455,0.024226,1.65E+20
3451,13.929,58.92,432.669,517.32,890.798,187.944,0.6712,0.028375,1.72E+20
3452,16.071,58.92,449.923,618.137,807.595,207.414,0.5558,0.034552,2.03E+20
3453,18.214,58.92,419.528,542.443,775.077,195.004,0.6166,0.025476,1.81E+20
3454,20.357,58.92,414.787,580.878,622.831,193.027,0.5394,0.031511,2.19E+20
3455,22.5,58.92,434.577,609.207,510.014,145.708,0.5126,0.036758,2.49E+20
3456,24.643,58.92,487.07,691.182,583.485,163.611,0.532,0.045347,2.91E+20
3457,26.786,58.92,514.156,607.714,591.607,142.14,0.6286,0.036401,3.02E+20
3458,28.929,58.92,534.281,598.379,439.576,117.185,0.8378,0.042763,3.34E+20
3459,31.071,58.92,549.315,605.934,521.688,121.35,0.8591,0.046798,3.49E+20
3460,33.214,58.92,560.841,622.598,432.678,128.164,0.6836,0.048325,3.59E+20
3461,35.357,58.92,563.464,658.954,419.958,111.023,0.757,0.043192,3.56E+20
3462,37.5,58.92,572.916,722.497,362.638,76.243,0.824,0.051552,4.10E+20
3463,39.643,58.92,597.175,744.283,302.254,67.361,0.7224,0.054252,4.12E+20
3464,41.786,58.92,555.475,655.553,378.297,71.203,0.5235,0.037478,3.06E+20
3465,43.929,58.92,535.131,519.179,412.174,77.031,0.4639,0.027505,2.28E+20
3466,46.071,58.92,503.705,618.008,426.039,75.854,0.5511,0.029438,2.30E+20
3467,48.214,58.92,495.122,580.524,417.878,80.686,0.4075,0.02258,1.83E+20
3468,50.357,58.92,517.224,532.129,476.548,87.068,0.3676,0.01722,1.77E+20
3469,52.5,58.92,528.003,520.743,464.318,61.897,0.4664,0.016553,1.64E+20
3470,54.643,58.92,509.419,644.993,502.795,73.207,0.3984,0.018417,1.51E+20
3471,56.786,58.92,454.085,593.632,546.734,80.95,0.5736,0.015634,1.34E+20
3472,58.929,58.92,461.903,512.03,539.298,73.403,0.6423,0.017724,1.37E+20
3473,61.071,58.92,436.193,572.762,567.817,69.773,0.6163,0.014093,1.35E+20
3474,63.214,58.92,437.65,567.298,557.917,68.055,0.3339,0.01672,1.40E+20
3475,65.357,58.92,447.128,572.335,559.53,67.005,0.3777,0.015291,1.42E+20
3476,67.5,58.92,461.282,597.563,583.951,92.723,0.3689,0.016189,1.42E+20
3477,69.643,58.92,470.144,636.074,504.496,70.428,0.3816,0.016678,1.52E+20
3478,71.786,58.92,518.632,641.873,525.042,71.352,0.4121,0.017017,1.75E+20
3479,73.929,58.92,510.801,565.819,522.111,64.276,0.5489,0.017755,1.78E+20
3480,76.071,58.92,507.254,505.782,459.134,60.125,0.5401,0.019229,1.71E+20
3481,78.214,58.92,494.593,547.279,496.144,68.063,0.542,0.016521,1.52E+20
3482,80.357,58.92,491.538,538.73,553.444,71.092,0.5671,0.016641,1.58E+20
3483,82.5,58.92,509.707,625.22,512.439,54.041,0.6345,0.021274,1.93E+20
3484,84.643,58.92,527.384,565.15,436.497,48.797,0.5722,0.029949,2.68E+20
3485,86.786,58.92,528.545,615.551,455.189,69.916,0.6374,0.026925,2.74E+20
3486,88.929,58.92,509.139,563.199,553.304,66.422,0.7377,0.020978,1.72E+20
3487,91.071,58.92,490.508,513.408,696.009,75.402,0.6318,0.009862,9.34E+19
3488,93.214,58.92,505.811,507.003,671.233,68.636,0.6127,0.010095,1.03E+20
3489,95.357,58.92,550.048,559.114,744.581,68.384,0.5633,0.008746,9.64E+19
3490,97.5,58.92,597.057,649.395,746.088,64.662,0.5096,0.010366,1.05E+20
3491,99.643,58.92,637.293,NaN,695.26,59.126,0.5135,0.014903,1.41E+20
3492,101.786,58.92,606.072,707.718,741.018,85.955,0.5255,0.012547,1.35E+20
3493,103.929,58.92,564.773,628.611,849.113,70.475,0.4588,0.011012,1.12E+20
3494,106.071,58.92,541.351,525.923,850.321,86.311,0.4032,0.008608,1.04E+20
3495,108.214,58.92,531.851,448.316,824.399,57.337,0.4369,0.006217,1.07E+20
3496,110.357,58.92,518.888,495.621,880.411,60.153,0.4518,0.007241,1.00E+20
3497,112.5,58.92,515.209,462.085,828.062,80.485,0.4622,0.009576,1.20E+20
3498,114.643,58.92,534.18,441.375,748.7,66.654,0.4037,0.010835,1.24E+20
3499,116.786,58.92,559.627,397.646,666.952,61.473,0.3888,0.011474,1.44E+20
3500,118.929,58.92,608.719,415.493,643.373,49.182,0.3815,0.010588,1.32E+20
3501,121.071,58.92,686.529,458.778,618.296,44.768,0.3396,0.010198,1.07E+20
3502,123.214,58.92,677.301,434.814,612.237,75.437,0.3221,0.009686,8.75E+19
