pixel number,Galactic Longitude,Galactic Latitude,FIMS FUV (CU),GALEX FUV (CU),RASS xray band2,RASS xray band5,H-alpha,E(B-V),N(H I)
38870,120.234,-35.685,NaN,844.304,207.327,49.357,0.9476,0.050002,4.73E+20
38871,121.641,-35.685,NaN,739.906,227.868,50.04,0.9382,0.049184,4.60E+20
38872,123.047,-35.685,NaN,751.534,186.634,60.695,0.8575,0.053865,5.23E+20
38873,124.453,-35.685,NaN,833.284,158.88,74.078,0.8474,0.060563,5.75E+20
38874,125.859,-35.685,NaN,821.28,149.243,46.877,0.7723,0.070897,6.02E+20
38875,127.266,-35.685,NaN,792.437,207.635,61.246,0.8647,0.06938,6.08E+20
38876,128.672,-35.685,NaN,887.746,189.363,64.526,0.9901,0.063436,5.98E+20
38877,130.078,-35.685,NaN,843.84,168.789,36.794,1.1309,0.070006,6.13E+20
38878,131.484,-35.685,NaN,911.734,213.017,62.401,1.0138,0.095705,6.69E+20
38879,132.891,-35.685,745.417,916.694,179.223,63.039,1.0788,0.108692,6.54E+20
38880,134.297,-35.685,744.847,883.348,173.812,29.641,1.1561,0.126144,6.58E+20
38881,135.703,-35.685,753.877,1018.151,185.721,45.377,1.1805,0.096695,7.09E+20
38882,137.109,-35.685,806.132,1087.63,188.716,36.579,0.9355,0.110047,8.17E+20
38883,138.516,-35.685,911.833,1160.259,194.781,47.103,0.8618,0.12255,8.61E+20
38884,139.922,-35.685,NaN,1096.283,138.124,55.877,0.913,0.116116,8.49E+20
38885,141.328,-35.685,NaN,1089.845,195.978,58.693,1.1656,0.104677,7.98E+20
38886,142.734,-35.685,NaN,1071.193,183.729,51.667,1.0227,0.098686,7.14E+20
38887,144.141,-35.685,NaN,914.087,205.953,46.299,0.8915,0.077223,5.98E+20
38888,145.547,-35.685,NaN,1009.906,215.122,68.215,0.8863,0.08478,5.97E+20
38889,146.953,-35.685,NaN,933.412,241.618,67.271,0.9742,0.091545,6.30E+20
38890,148.359,-35.685,NaN,1022.38,199.842,72.288,1.1918,0.106313,6.75E+20
38891,149.766,-35.685,NaN,1104.157,258.102,103.71,1.1725,0.135433,7.85E+20
38892,151.172,-35.685,NaN,1202.217,250.571,91.11,1.4051,0.17391,8.73E+20
38893,152.578,-35.685,NaN,1091.182,246.57,47.093,1.5655,0.131538,8.27E+20
38894,153.984,-35.685,NaN,1192.444,204.663,62.697,1.4291,0.131385,8.34E+20
38895,155.391,-35.685,NaN,1073.469,243.576,67.681,1.177,0.088802,6.43E+20
38896,156.797,-35.685,NaN,1071.553,247.516,76.551,1.094,0.093247,6.44E+20
38897,158.203,-35.685,NaN,1190.566,224.916,78.912,1.1568,0.137033,7.40E+20
38898,159.609,-35.685,NaN,1435.576,229.578,60.745,1.2476,0.254026,8.53E+20
38899,161.016,-35.685,NaN,1548.538,199.685,43.159,1.3055,0.256388,8.68E+20
38900,162.422,-35.685,NaN,1455.917,198.892,62.496,1.2893,0.16363,9.11E+20
38901,163.828,-35.685,1375.974,1462.322,249.5,46.162,1.1805,0.142693,9.26E+20
38902,165.234,-35.685,1394.075,1515.641,243.745,78.149,1.3416,0.193793,1.04E+21
38903,166.641,-35.685,1456.668,1586.114,300.029,35.938,1.2636,0.225284,1.13E+21
38904,168.047,-35.685,1504.145,1626.629,331.958,47.279,1.4993,0.293003,1.22E+21
38905,169.453,-35.685,1497.61,1763.151,277.147,19.372,1.5983,0.422584,1.44E+21
38906,170.859,-35.685,1582.805,2050.986,239.071,23.049,2.1068,0.700808,1.76E+21
38907,172.266,-35.685,1705.931,1935.311,279.903,27.294,1.9795,0.464683,1.81E+21
38908,173.672,-35.685,1910.683,NaN,264.96,38.08,2.1262,0.452442,1.81E+21
38909,175.078,-35.685,2037.632,2328.647,297.783,29.561,2.1034,0.429459,1.79E+21
38910,176.484,-35.685,2095.264,2451.487,244.803,40.475,2.264,0.493822,1.74E+21
38911,177.891,-35.685,2078.401,2401.613,269.961,27.227,2.9175,0.309735,1.37E+21
38912,179.297,-35.685,2213.018,2513.631,279.419,45.228,5.0195,0.236623,1.18E+21
38913,180.703,-35.685,2434.551,2598.047,279.521,35.623,7.0948,0.198749,1.16E+21
38914,182.109,-35.685,2606.001,3403.959,253.421,61.521,9.4497,0.266193,1.24E+21
38915,183.516,-35.685,2567.139,3070.002,221.752,33.047,8.8214,0.27684,1.25E+21
38916,184.922,-35.685,2493.242,2573.764,228.464,44.042,12.6433,0.310691,1.12E+21
38917,186.328,-35.685,2470.318,2981.647,222.816,40.229,20.7186,0.300889,1.15E+21
38918,187.734,-35.685,2499.552,3142.377,233.123,50.131,41.2197,0.320135,1.17E+21
38919,189.141,-35.685,2529.796,2796.195,361.789,18.718,30.8368,0.540736,1.25E+21
38920,190.547,-35.685,2568.489,3503.533,215.306,37.187,20.5917,0.316274,1.21E+21
38921,191.953,-35.685,2312.473,2251.034,457.567,89.064,10.4717,0.167546,9.51E+20
38922,193.359,-35.685,2053.668,1953.774,564.264,97.009,9.3897,0.155205,7.86E+20
38923,194.766,-35.685,1806.134,1698.661,587.649,66.682,7.4619,0.072818,4.80E+20
38924,196.172,-35.685,1655.747,1267.596,880.672,127.416,5.8597,0.041907,3.23E+20
38925,197.578,-35.685,1558.082,1506.489,779.029,83.196,5.484,0.061347,4.29E+20
38926,198.984,-35.685,1541.008,1443.757,716.258,88.882,5.3853,0.043096,3.66E+20
38927,200.391,-35.685,1691.509,1758.857,730.994,95.369,8.3553,0.050466,3.58E+20
38928,201.797,-35.685,1854.571,2059.793,748.046,77.688,9.3343,0.063342,4.60E+20
38929,203.203,-35.685,1951.339,2309.517,597.474,80.58,7.2473,0.153432,7.37E+20
38930,204.609,-35.685,1783.68,1952.908,650.301,78.396,6.5988,0.115011,6.27E+20
38931,206.016,-35.685,1646.882,1515.426,703.456,77.072,9.0119,0.059621,4.19E+20
38932,207.422,-35.685,1760.841,1847.956,655.874,66.956,11.3166,0.058393,3.61E+20
38933,208.828,-35.685,2029.128,2272.894,503.768,69.431,11.7116,0.064875,3.27E+20
38934,210.234,-35.685,2279.189,3086.032,178.649,60.097,7.4345,0.226228,5.37E+20
38935,211.641,-35.685,2200.74,3172.07,149.019,36.038,6.8705,0.256527,5.93E+20
38936,213.047,-35.685,1870.329,2418.501,226.656,57.953,6.0302,0.11486,5.57E+20
38937,214.453,-35.685,1475.439,1443.38,295.102,49.984,4.8636,0.05676,3.95E+20
38938,215.859,-35.685,1273.781,1316.86,368.49,63.668,5.1208,0.04383,3.27E+20
38939,217.266,-35.685,1213.871,1479.355,311.569,54.199,4.971,0.050177,3.17E+20
38940,218.672,-35.685,1212.989,1511.897,270.598,60.856,5.0148,0.053951,3.36E+20
38941,220.078,-35.685,1267.961,1661.478,276.623,87.59,5.5151,0.058683,3.73E+20
38942,221.484,-35.685,1226.401,1457.137,260.574,39.228,6.1556,0.043731,3.13E+20
38943,222.891,-35.685,1134.015,1388.989,283.767,50.638,6.6408,0.042471,2.69E+20
38944,224.297,-35.685,1069.183,1192.368,286.936,55.786,6.2366,0.038748,2.33E+20
38945,225.703,-35.685,1004.576,1134.798,342.504,40.51,4.9781,0.036839,2.52E+20
38946,227.109,-35.685,966.422,1209.751,307.011,53.322,4.1914,0.039516,2.59E+20
38947,228.516,-35.685,888.568,984.418,424.912,54.792,3.3933,0.026485,1.94E+20
38948,229.922,-35.685,817.353,790.07,563.344,53.753,2.768,0.015159,1.34E+20
38949,231.328,-35.685,687.77,721.716,636.334,43.406,2.4217,0.012596,1.12E+20
38950,232.734,-35.685,618.864,715.109,717.67,65.809,2.2315,0.011903,1.18E+20
38951,234.141,-35.685,632.795,716.616,733.748,60.782,2.4326,0.016987,1.54E+20
38952,235.547,-35.685,628.158,735.47,659.024,59.698,2.1488,0.01928,1.82E+20
38953,236.953,-35.685,656.17,585.648,628.401,66.958,1.1522,0.019292,2.17E+20
38954,238.359,-35.685,683.941,615.601,690.528,64.092,1.3415,0.01589,2.35E+20
38955,239.766,-35.685,685.763,722.006,612.122,63.975,1.3913,0.016386,2.10E+20
38956,241.172,-35.685,719.671,832.402,484.592,65.171,1.9442,0.025598,2.78E+20
38957,242.578,-35.685,742.022,781.902,462.282,62.813,1.6767,0.039239,3.00E+20
38958,243.984,-35.685,722.965,824.694,551.641,63.104,0.9483,0.040274,3.74E+20
38959,245.391,-35.685,717.877,753.723,633.589,57.157,0.5429,0.034569,3.52E+20
38960,246.797,-35.685,695.788,NaN,673.838,68.546,0.7192,0.022609,3.50E+20
38961,248.203,-35.685,727.039,666.95,690.247,68.333,0.9742,0.01597,2.56E+20
38962,249.609,-35.685,790.739,811.059,573.119,64.643,1.6138,0.018258,2.62E+20
38963,251.016,-35.685,815.314,833.768,465.89,88.487,2.0006,0.029854,3.50E+20
38964,252.422,-35.685,763.308,752.523,432.526,52.912,1.5908,0.020781,3.34E+20
38965,253.828,-35.685,716.57,693.806,471.895,63.203,1.3815,0.018178,2.85E+20
38966,255.234,-35.685,713.716,790.826,515.051,87.141,1.2323,0.026384,2.55E+20
38967,256.641,-35.685,768.264,707.486,495.242,67.582,1.3461,0.022972,2.38E+20
38968,258.047,-35.685,805.581,731.449,559.489,67.616,1.5147,0.021272,2.03E+20
38969,259.453,-35.685,817.32,657.132,572.135,63.189,1.5205,0.015282,2.90E+20
38970,260.859,-35.685,813.821,783.393,394.429,37.013,1.0991,0.01888,6.90E+20
38971,262.266,-35.685,809.87,858.215,373.04,58.025,1.0515,0.024128,7.29E+20
38972,263.672,-35.685,816.669,837.171,401.142,61.699,0.5575,0.023427,2.80E+20
38973,265.078,-35.685,841.935,862.906,403.394,55.522,0.3076,0.019434,2.96E+20
38974,266.484,-35.685,883.341,863.208,421.054,78.674,0.4243,0.020557,2.62E+20
38975,267.891,-35.685,911.978,806.469,441.348,88.672,0.5223,0.02162,2.94E+20
38976,269.297,-35.685,998.184,864.871,391.429,82.49,0.3136,0.027,3.42E+20
38977,270.703,-35.685,1107.408,870.024,395.083,90.693,0.625,0.02539,2.88E+20
38978,272.109,-35.685,1285.743,964.277,360.889,82.816,0.7572,0.026544,2.97E+20
38979,273.516,-35.685,1764.731,1046.127,357.514,59.789,1.123,0.030373,3.04E+20
38980,274.922,-35.685,3057.556,1416.73,303.412,62.915,1.0927,0.045432,3.20E+20
38981,276.328,-35.685,5367.145,NaN,371.273,111.542,8.4579,0.147588,4.31E+20
38982,277.734,-35.685,7646.782,8919.278,372.879,154.141,16.9555,0.263888,5.04E+20
38983,279.141,-35.685,7254.633,NaN,311.546,69.319,15.2043,0.319758,5.82E+20
38984,280.547,-35.685,6743.037,7515.761,226.602,75.357,35.0419,0.717442,6.96E+20
38985,281.953,-35.685,5474.404,2752.924,199.457,62.007,3.8204,0.157027,8.95E+20
38986,283.359,-35.685,3649.12,2095.928,165.272,47.296,1.7541,0.161091,8.86E+20
38987,284.766,-35.685,2630.349,1900.182,173.985,69.376,1.479,0.127062,8.84E+20
38988,286.172,-35.685,2172.057,1823.067,206.256,78.488,0.9459,0.10991,7.45E+20
38989,287.578,-35.685,2111.771,1712.744,234.696,64.048,0.8168,0.099199,7.29E+20
38990,288.984,-35.685,2014.92,1367.503,311.574,71.286,1.1019,0.082809,8.81E+20
38991,290.391,-35.685,1912.829,1306.561,328.495,76.991,0.9668,0.087697,8.99E+20
38992,291.797,-35.685,1844.357,1312.905,369.822,81.725,0.878,0.083211,7.29E+20
38993,293.203,-35.685,1691.64,1384.553,376.807,85.934,1.1436,0.115553,7.65E+20
38994,294.609,-35.685,1586.094,1329.488,401.905,54.937,1.413,0.105783,6.82E+20
38995,296.016,-35.685,1447.981,1352.656,376.132,89.152,0.8502,0.095245,7.78E+20
38996,297.422,-35.685,1404.341,1300.636,397.43,83.901,0.6314,0.090554,7.50E+20
38997,298.828,-35.685,1395.406,1219.905,413.363,53.494,0.5204,0.078365,7.59E+20
38998,300.234,-35.685,1455.677,1314.478,371.481,62.955,0.9673,0.095353,7.93E+20
38999,301.641,-35.685,1539.153,1267.639,361.117,72.988,0.7057,0.085241,7.75E+20
39000,303.047,-35.685,1552.621,1285.553,300.757,68.036,0.7534,0.094738,7.54E+20
39001,304.453,-35.685,1507.029,1306.812,278.703,113.907,0.8989,0.105349,7.34E+20
39002,305.859,-35.685,1513.178,1314.345,365.556,55.923,0.7447,0.113587,7.76E+20
39003,307.266,-35.685,NaN,1495.862,455.712,52.708,0.7958,0.14256,8.18E+20
39004,308.672,-35.685,NaN,NaN,442.531,79.657,0.8688,0.106398,8.24E+20
39005,310.078,-35.685,NaN,1336.268,343.891,61.254,0.9185,0.138618,8.49E+20
39006,311.484,-35.685,NaN,1392.274,289.918,40.849,1.0423,0.165274,9.09E+20
39007,312.891,-35.685,NaN,1387.84,233.427,62.301,1.1094,0.166505,9.66E+20
39008,314.297,-35.685,NaN,1470.535,272.127,44.496,2.137,0.152815,8.42E+20
39009,315.703,-35.685,NaN,1214.11,268.069,80.216,1.1131,0.100877,7.70E+20
39010,317.109,-35.685,NaN,1170.79,277.24,81.512,0.9912,0.082523,5.79E+20
39011,318.516,-35.685,NaN,1009.426,294.966,101.462,0.9413,0.064074,5.18E+20
39012,319.922,-35.685,NaN,1010.342,348.837,123.051,1.1915,0.06567,4.64E+20
39013,321.328,-35.685,NaN,930.324,399.983,152.325,1.1476,0.059149,3.14E+20
39014,322.734,-35.685,NaN,865.774,491.334,136.392,1.04,0.05209,3.79E+20
39015,324.141,-35.685,NaN,864.961,414.444,174.452,0.8493,0.051143,4.78E+20
39016,325.547,-35.685,NaN,866.973,430.947,183.064,0.6554,0.05049,4.77E+20
39017,326.953,-35.685,NaN,1022.638,299.248,103.442,0.4147,0.050783,4.48E+20
39018,328.359,-35.685,NaN,1037.659,344.83,113.669,0.6182,0.051586,4.53E+20
39019,329.766,-35.685,NaN,904.965,376.099,110.371,0.7121,0.050983,4.65E+20
39020,331.172,-35.685,NaN,976.229,342.572,138.216,0.5491,0.055767,4.77E+20
39021,332.578,-35.685,NaN,1114.463,331.897,89.031,0.5133,0.074511,5.20E+20
39022,333.984,-35.685,NaN,996.248,262.412,91.709,0.4422,0.056819,5.70E+20
39023,335.391,-35.685,NaN,1142.314,325.99,87.265,1.0629,0.061307,5.27E+20
39024,336.797,-35.685,NaN,1209.491,308.606,69.314,1.9767,0.060305,5.22E+20
39025,338.203,-35.685,NaN,1539.235,311.15,103.324,1.6529,0.069232,5.85E+20
39026,339.609,-35.685,NaN,1707.191,324.297,88.128,1.2771,0.070372,5.93E+20
39027,341.016,-35.685,NaN,NaN,279.618,102.203,3.2473,0.06331,5.31E+20
39028,342.422,-35.685,NaN,1595.009,404.023,96.189,0.8161,0.049474,4.92E+20
39029,343.828,-35.685,NaN,1531.165,411.648,89.973,0.6318,0.046891,4.67E+20
39030,345.234,-35.685,NaN,1148.49,451.971,103.072,0.8432,0.045965,4.12E+20
39031,346.641,-35.685,NaN,975.9,495.473,104.708,1.0199,0.040421,3.53E+20
39032,348.047,-35.685,NaN,816.647,648.342,135.994,0.6571,0.034127,3.69E+20
39033,349.453,-35.685,NaN,804.218,547.993,149.658,0.6854,0.034961,3.92E+20
39034,350.859,-35.685,NaN,822.207,414.825,172.904,0.5953,0.035098,4.12E+20
39035,352.266,-35.685,NaN,839.32,467.005,144.409,0.6077,0.036015,4.15E+20
39036,353.672,-35.685,NaN,901.196,412.146,110.998,0.8115,0.040802,4.74E+20
39037,355.078,-35.685,NaN,798.773,476.053,113.278,0.5955,0.036274,4.32E+20
39038,356.484,-35.685,NaN,829.916,490.948,124.011,1.2429,0.039951,4.49E+20
39039,357.891,-35.685,NaN,916.359,465.257,94.497,2.141,0.048387,4.20E+20
39040,359.297,-35.685,NaN,913.243,450.443,123.316,1.8051,0.044984,3.99E+20
39041,0,-36.424,NaN,825.77,559.308,73.096,1.034,0.036587,3.39E+20
39042,1.406,-36.424,NaN,856.951,384.435,141.518,1.1179,0.043732,3.65E+20
39043,2.813,-36.424,NaN,826.559,455.401,145.769,0.8376,0.045234,3.62E+20
39044,4.219,-36.424,NaN,766.877,363.376,82.44,0.7828,0.043064,3.53E+20
39045,5.625,-36.424,NaN,801.566,410.001,99.26,0.5293,0.045317,3.62E+20
39046,7.031,-36.424,NaN,703.155,406.216,95.613,0.3501,0.040777,3.76E+20
39047,8.438,-36.424,NaN,699.11,306.173,148.472,0.1457,0.039417,3.95E+20
39048,9.844,-36.424,NaN,855.102,298.936,94.837,1.3402,0.051749,4.41E+20
39049,11.25,-36.424,NaN,931.794,214.648,95.401,1.0112,0.058955,5.05E+20
39050,12.656,-36.424,NaN,983.997,186.261,113.781,1.2778,0.077821,5.25E+20
39051,14.063,-36.424,NaN,981.316,194.38,90.768,1.3176,0.086329,5.93E+20
39052,15.469,-36.424,NaN,890.96,237.109,95.075,1.2818,0.071213,5.55E+20
39053,16.875,-36.424,NaN,1023.363,234.343,81.625,1.2507,0.094698,6.17E+20
39054,18.281,-36.424,NaN,1090.849,276.862,81.108,1.1586,0.087598,5.74E+20
39055,19.688,-36.424,NaN,958.724,283.458,90.346,1.2979,0.07878,4.82E+20
39056,21.094,-36.424,NaN,857.106,312.204,101.599,1.3258,0.064503,4.73E+20
39057,22.5,-36.424,NaN,907.014,266.492,101.653,1.3035,0.072677,5.20E+20
39058,23.906,-36.424,NaN,898.032,263.991,105.031,1.1651,0.082653,5.58E+20
39059,25.313,-36.424,NaN,948.401,252.98,91.826,1.2271,0.089034,5.80E+20
39060,26.719,-36.424,655.075,911.289,329.216,92.847,1.0352,0.080714,5.22E+20
39061,28.125,-36.424,747.95,925.545,296.761,95.879,0.8335,0.064829,4.90E+20
39062,29.531,-36.424,809.306,898.485,330.86,73.384,0.6302,0.06518,4.83E+20
39063,30.938,-36.424,886.986,943.26,339.684,77.497,0.578,0.069522,5.24E+20
39064,32.344,-36.424,799.779,910.892,311.708,95.955,0.739,0.070615,4.97E+20
39065,33.75,-36.424,727.18,814.071,334.705,119.819,0.9313,0.062402,4.28E+20
39066,35.156,-36.424,763.575,767.134,403.085,90.413,1.4476,0.057461,3.89E+20
39067,36.563,-36.424,822.694,813.538,372.701,102.914,1.3675,0.055658,4.01E+20
39068,37.969,-36.424,863.94,718.23,473.712,89.577,1.0226,0.044469,3.49E+20
39069,39.375,-36.424,896.989,800.83,392.055,87.176,1.0253,0.058246,4.13E+20
39070,40.781,-36.424,955.114,1104.451,189.527,52.815,1.6548,0.173676,6.45E+20
39071,42.188,-36.424,874.431,1039.691,194.113,68.217,0.9733,0.128992,6.09E+20
39072,43.594,-36.424,796.463,1065.855,180.08,47.202,1.3663,0.198279,7.68E+20
39073,45,-36.424,808.032,1066.947,194.68,46.556,1.3756,0.213435,8.09E+20
39074,46.406,-36.424,714.331,940.654,205.656,55.89,1.089,0.103099,5.45E+20
39075,47.813,-36.424,670.602,788.367,331.765,54.37,0.806,0.051903,4.02E+20
39076,49.219,-36.424,NaN,731.318,464.853,46.173,1.0737,0.041138,3.36E+20
39077,50.625,-36.424,NaN,713.648,342.994,55.719,1.0592,0.045704,3.89E+20
39078,52.031,-36.424,NaN,715.209,319.174,61.362,0.8993,0.052328,4.13E+20
39079,53.438,-36.424,NaN,744.794,365.822,75.475,1.0123,0.050918,3.99E+20
39080,54.844,-36.424,NaN,938.488,306.673,75.903,1.3381,0.054443,4.21E+20
39081,56.25,-36.424,NaN,904.637,308.964,77.143,1.2165,0.061912,4.67E+20
39082,57.656,-36.424,NaN,770.206,272.573,56.006,1.1181,0.056083,4.62E+20
39083,59.063,-36.424,NaN,910.347,208.957,64.466,1.0756,0.078429,5.20E+20
39084,60.469,-36.424,NaN,907.472,256.973,52.362,1.0459,0.066198,5.03E+20
39085,61.875,-36.424,NaN,936.912,213.639,52.147,1.0498,0.072662,5.54E+20
39086,63.281,-36.424,NaN,924.662,269.241,78.865,0.9703,0.060574,4.95E+20
39087,64.688,-36.424,NaN,941.987,264.66,79.01,0.8803,0.060138,4.44E+20
39088,66.094,-36.424,NaN,992.347,351.234,71.362,0.8762,0.05509,4.59E+20
39089,67.5,-36.424,NaN,1043.827,252.202,47.149,1.0053,0.082076,6.12E+20
39090,68.906,-36.424,NaN,951.176,242.49,62.77,1.3112,0.067378,5.17E+20
39091,70.313,-36.424,NaN,990.781,217.73,60.162,1.2984,0.070494,5.46E+20
39092,71.719,-36.424,NaN,1073.175,210.904,45.601,1.2323,0.077132,5.84E+20
39093,73.125,-36.424,1418.025,1099.122,209.968,47.024,1.0124,0.068277,4.78E+20
39094,74.531,-36.424,1400.956,NaN,228.748,50.054,1.4302,0.076474,4.68E+20
39095,75.938,-36.424,1319.196,1351.953,190.488,36.694,1.8079,0.079393,4.88E+20
39096,77.344,-36.424,1158.234,1136.545,182.299,41.347,1.6671,0.077989,4.82E+20
39097,78.75,-36.424,926.071,880.007,194.465,51.322,1.4202,0.063363,4.44E+20
39098,80.156,-36.424,811.483,825.692,188.352,50.801,1.1905,0.067536,5.01E+20
39099,81.563,-36.424,769.681,776.464,159.297,40.218,1.3888,0.081961,5.17E+20
39100,82.969,-36.424,738.342,811.744,167.891,38.91,1.116,0.087435,5.36E+20
39101,84.375,-36.424,785.731,862.415,166.818,49.519,1.3422,0.074728,5.80E+20
39102,85.781,-36.424,780.24,863.976,182.753,37.332,1.1776,0.075384,5.98E+20
39103,87.188,-36.424,817.769,853.117,62.773,31.712,0.9765,0.078677,6.00E+20
39104,88.594,-36.424,808.837,810.226,222.926,86.939,1.0469,0.075736,4.75E+20
39105,90,-36.424,822.477,880.957,210.909,91.584,1.0096,0.07519,4.21E+20
39106,91.406,-36.424,837.486,853.093,157.012,72.357,1.0722,0.12508,4.26E+20
39107,92.813,-36.424,821.402,830.716,204.994,68.307,1.3543,0.223806,5.73E+20
39108,94.219,-36.424,809.57,891.312,194.2,56.525,1.3348,0.23317,5.97E+20
39109,95.625,-36.424,809.554,863.148,181.503,56.183,1.1432,0.136593,5.07E+20
39110,97.031,-36.424,826.912,870.126,203.88,53.793,1.2339,0.075375,3.95E+20
39111,98.438,-36.424,817.564,738.068,233.032,68.49,1.0855,0.051871,3.46E+20
39112,99.844,-36.424,807.931,687.975,234.207,73.466,0.892,0.056751,3.65E+20
39113,101.25,-36.424,815.107,852.337,209.813,56.57,0.881,0.064105,4.20E+20
39114,102.656,-36.424,771.797,761.476,256.369,63.318,0.8152,0.046003,3.64E+20
39115,104.063,-36.424,768.89,789.839,177.257,63.518,1.1007,0.064121,3.54E+20
39116,105.469,-36.424,782.882,744.404,165.28,54.489,0.9492,0.061121,3.67E+20
39117,106.875,-36.424,730.828,776.769,169.248,44.29,0.9542,0.104264,4.58E+20
39118,108.281,-36.424,725.832,831.275,150.584,58.874,0.8879,0.081791,4.19E+20
39119,109.688,-36.424,685.091,748.396,298.706,58.295,0.9181,0.052042,3.37E+20
39120,111.094,-36.424,750.925,730.284,266.336,55.155,0.8618,0.039663,3.40E+20
39121,112.5,-36.424,713.173,697.577,243.697,57.844,0.9542,0.035416,3.14E+20
39122,113.906,-36.424,700.631,647.524,286.824,63.478,0.9795,0.031215,3.00E+20
39123,115.313,-36.424,587.289,635.682,342.918,81.159,0.9487,0.035486,3.19E+20
39124,116.719,-36.424,586.937,649.118,292.98,77.964,1.0235,0.037255,3.38E+20
39125,118.125,-36.424,646.473,730.812,238.32,81.874,1.0757,0.041231,3.70E+20
39126,119.531,-36.424,NaN,739.298,266.157,57.159,0.821,0.04532,4.10E+20
39127,120.938,-36.424,NaN,695.543,237.535,47.89,0.7697,0.042906,4.18E+20
39128,122.344,-36.424,NaN,679.385,205.081,60.977,0.7212,0.045671,4.33E+20
39129,123.75,-36.424,NaN,751.989,183.001,88.357,0.8328,0.052724,5.01E+20
39130,125.156,-36.424,NaN,791.355,168.914,70.751,0.7094,0.063785,5.56E+20
39131,126.563,-36.424,NaN,803.622,185.166,74.724,0.7592,0.075093,6.18E+20
39132,127.969,-36.424,NaN,852.762,198.542,72.018,0.8794,0.077681,6.58E+20
39133,129.375,-36.424,NaN,862.25,193.153,47.142,1.1874,0.08167,6.52E+20
39134,130.781,-36.424,NaN,895.089,173.616,60.018,1.0316,0.107328,6.55E+20
39135,132.188,-36.424,709.463,932.379,207.884,59.103,0.9609,0.108836,7.03E+20
39136,133.594,-36.424,723.519,893.269,183.045,49.18,0.9328,0.105871,6.84E+20
39137,135,-36.424,741.431,866.229,200.845,52.744,1.095,0.093469,6.82E+20
39138,136.406,-36.424,776.013,1005.491,187.045,46.977,1.0452,0.105321,7.66E+20
39139,137.813,-36.424,830.682,1037.245,184.88,52.817,0.9827,0.112262,8.14E+20
39140,139.219,-36.424,931.679,1191.54,172.833,45.25,1.079,0.13083,8.64E+20
39141,140.625,-36.424,NaN,1020.013,203.599,51.593,0.978,0.116411,8.03E+20
39142,142.031,-36.424,NaN,1000.48,196.777,56.874,0.9501,0.100097,7.58E+20
39143,143.438,-36.424,NaN,956.669,157.248,72.547,0.8548,0.090198,6.72E+20
39144,144.844,-36.424,NaN,1019.311,195.893,56.936,0.8687,0.098635,6.97E+20
39145,146.25,-36.424,NaN,1042.356,237.786,56.82,0.9236,0.101065,6.75E+20
39146,147.656,-36.424,NaN,968.968,207.588,82.256,1.0355,0.099553,6.77E+20
39147,149.063,-36.424,NaN,1138.22,244.447,94.051,1.1137,0.120566,7.36E+20
39148,150.469,-36.424,NaN,1032.872,201.502,59.676,1.2731,0.126089,7.69E+20
39149,151.875,-36.424,NaN,1076.857,217.194,79.641,1.4674,0.134104,7.74E+20
39150,153.281,-36.424,NaN,1015.213,225.314,93.267,1.5202,0.120685,7.82E+20
39151,154.688,-36.424,NaN,1076.69,223.13,51.269,1.2981,0.100564,7.42E+20
39152,156.094,-36.424,NaN,1088.406,271.113,54.876,1.1615,0.082778,6.04E+20
39153,157.5,-36.424,NaN,1104.265,301.106,45.081,1.073,0.092932,6.44E+20
39154,158.906,-36.424,NaN,1375.93,229.388,55.385,1.2241,0.155027,8.63E+20
39155,160.313,-36.424,NaN,1606.666,222.045,56.685,1.2734,0.217246,9.30E+20
39156,161.719,-36.424,NaN,1479.204,186.416,54.133,1.3436,0.209725,9.11E+20
39157,163.125,-36.424,NaN,1375.151,188.769,62.372,1.2504,0.14462,9.29E+20
39158,164.531,-36.424,1346.757,1476.985,197.892,64.185,1.5051,0.193142,1.04E+21
39159,165.938,-36.424,1417.261,1550.316,226.097,35.198,1.6014,0.243478,1.15E+21
39160,167.344,-36.424,1495.235,1543.198,283.477,56.3,1.3478,0.269566,1.27E+21
39161,168.75,-36.424,1557.184,1699.159,322.534,31.693,1.8912,0.525564,1.47E+21
39162,170.156,-36.424,1526.826,1836.802,330.27,35.871,2.1398,0.622542,1.71E+21
39163,171.563,-36.424,1621.132,1905.459,256.614,39.461,2.1975,0.591305,1.72E+21
39164,172.969,-36.424,1798.696,NaN,254.384,44.027,2.2195,0.504273,1.76E+21
39165,174.375,-36.424,1973.616,NaN,308.264,26.216,2.0324,0.326619,1.55E+21
39166,175.781,-36.424,1999.519,2427.167,287.009,30.909,2.1426,0.442812,1.65E+21
39167,177.188,-36.424,1926.024,2146.285,309.279,61.808,2.298,0.350281,1.58E+21
39168,178.594,-36.424,2019.964,2406.535,315.525,24.037,3.4979,0.278184,1.32E+21
39169,180,-36.424,2214.134,2634.464,245.362,59.929,7.6539,0.193007,1.09E+21
39170,181.406,-36.424,2466.707,3705.164,211.158,36.88,7.9851,0.256185,1.18E+21
39171,182.813,-36.424,2465.721,3149.585,286.186,39.051,7.0629,0.297967,1.28E+21
39172,184.219,-36.424,2346.329,2511.395,297.781,32.761,8.4624,0.267093,1.24E+21
39173,185.625,-36.424,2310.482,2564.138,266.686,63.193,12.4414,0.299095,1.23E+21
